,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1254,"MASKELL, Mr Leopold Adolphus",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1255,"MASON, Mr Frank Archibald Robert",male,32.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1256,"MASON, Mr J.",male,39.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,False
1257,"MATHERSON, Mr David",male,33.0,True,Able Seaman,Deck Crew,False,Southampton,[192],0.0,False
1258,"MATHIAS, Mr Montague Vincent",male,29.0,True,Mess Steward,Deck Crew,False,Southampton,,0.0,False
1259,"MATINOFF, Mr Nicola",male,30.0,True,,3rd Class Passenger,True,Cherbourg,,7.895833333333333,False
1260,"MATTHEWS, Mr William John",male,23.0,True,China Clay Worker,2nd Class Passenger,True,Southampton,,13.0,False
1261,"MATTMANN, Sig. Adolf",male,20.0,True,Ice Man,Restaurant Staff,False,Southampton,,0.0,False
1262,"MAUGÉ, Mr Paul Achille Maurice Germain",male,25.0,True,Kitchen Clerk,Restaurant Staff,False,Southampton,,0.0,True
1263,"MAXWELL, Mr John",male,29.0,True,Carpenter / Joiner,Deck Crew,False,Belfast,,0.0,False
1264,"MAY, Mr Arthur William",male,22.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1265,"MAY, Mr Arthur William",male,59.0,True,Fireman Messman,Engineering Crew,False,Southampton,,0.0,False
1266,"MAYBERY, Mr Frank Hubert",male,36.0,True,Property Developer / Real Estate,2nd Class Passenger,True,Southampton,,16.0,False
1267,"MAYNARD, Mr Isaac Hiram",male,31.0,True,Entrée Cook,Victualling Crew,False,Belfast,B,0.0,True
1268,"MAYNÉ, Mlle Berthe Antonine",female,24.0,True,Singer,1st Class Passenger,True,Cherbourg,6,49.50416666666667,True
1269,"MAYO, Mr William Peter",male,28.0,True,Leading Fireman,Engineering Crew,False,Southampton,[177],0.0,False
1270,"MAYTUM, Mr Alfred",male,53.0,True,Chief Butcher,Victualling Crew,False,Belfast,[141],0.0,False
1271,"MAYZES, Mr Thomas Jubilee",male,25.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1272,"MCANDREW, Mr Thomas Patrick",male,38.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1273,"MCANDREWS, Mr William",male,23.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1274,"MCCAFFRY, Mr Thomas Francis",male,46.0,True,Banker,1st Class Passenger,True,Southampton,[292],75.24166666666667,False
1275,"MCCARTHY, Miss Catherine",female,24.0,True,Domestic Servant,3rd Class Passenger,True,Queenstown,16,7.75,True
1276,"MCCARTHY, Mr Frederick James",male,38.0,True,Bedroom Steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
1277,"MCCARTHY, Mr Timothy John",male,54.0,True,Buyer,1st Class Passenger,True,Southampton,[175],51.862500000000004,False
1278,"MCCARTHY, Mr William",male,48.0,True,Able Seaman,Deck Crew,False,Southampton,4,0.0,True
1279,"MCCASTLIN, Mr William",male,28.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1280,"MCCAWLEY, Mr Thomas W.",male,36.0,True,Gymnasium Steward,Victualling Crew,False,Belfast,,0.0,False
1281,"MCCORMACK, Mr Thomas Joseph",male,19.0,True,Barman,3rd Class Passenger,True,Queenstown,,7.75,True
1282,"MCCOY, Miss Agnes",female,29.0,True,,3rd Class Passenger,True,Queenstown,16,23.25,True
1283,"MCCOY, Miss Alice",female,26.0,True,,3rd Class Passenger,True,Queenstown,16,23.25,True
1284,"MCCOY, Mr Bernard",male,24.0,True,General Labourer,3rd Class Passenger,True,Queenstown,16,23.25,True
1285,"MCCRAE, Mr Arthur Gordon",male,32.0,True,Engineer,2nd Class Passenger,True,Southampton,[209],13.5,False
1286,"MCCRIE, Mr James Matthew",male,32.0,True,Oil Worker,2nd Class Passenger,True,Southampton,,13.0,False
1287,"MCDERMOTT, Miss Bridget Delia",female,31.0,True,,3rd Class Passenger,True,Queenstown,13,7.783333333333333,True
1288,"MCELROY, Mr Hugh Walter",male,37.0,True,Purser,Victualling Crew,False,Southampton,[157],0.0,False
1289,"MCEVOY, Mr Michael",male,20.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,15.5,False
1290,"MCGANN, Mr James",male,29.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,True
1291,"MCGARVEY, Mr Edward Joseph",male,34.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1292,"MCGAW, Mr Erroll Victor",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1293,"MCGOUGH, Mr George Francis 'Paddy'",male,36.0,True,Able Seaman,Deck Crew,False,Southampton,,0.0,True
1294,"MCGOUGH, Mr James Robert",male,35.0,True,Buyer,1st Class Passenger,True,Southampton,7,26.2875,True
1295,"MCGOVERN, Miss Mary",female,20.0,True,,3rd Class Passenger,True,Queenstown,13,7.879166666666666,True
1296,"MCGOWAN, MissCatherine",female,42.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
1297,"MCGOWAN, Miss Anna Louise",female,17.0,False,,3rd Class Passenger,True,Queenstown,,8.029166666666667,True
1298,"MCGRADY, Mr James",male,27.0,True,Saloon Steward,Victualling Crew,False,Southampton,[330],0.0,False
1299,"MCINERNEY, Mr Thomas",male,38.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1300,"MCINTYRE, Mr William",male,21.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,True
1301,"MCKANE, Mr Peter Daniel",male,46.0,True,Quarryman,2nd Class Passenger,True,Southampton,,26.0,False
1302,"MCKAY, Mr Charles Donald",male,30.0,True,Saloon Steward,Victualling Crew,False,Belfast,11,0.0,True
1303,"MCLAREN, Mrs Hypatia",female,42.0,True,Stewardess,Victualling Crew,False,Southampton,5,0.0,True
1304,"MCMAHON, Mr Martin",male,19.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1305,"MCMICKEN, Mr Arthur",male,26.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,11,0.0,True
1306,"MCMICKEN, Mr Benjamin Tucker",male,21.0,True,Second Pantry Steward,Victualling Crew,False,Belfast,,0.0,False
1307,"MCMULLIN, Mr John Richard",male,36.0,True,First class saloon steward,Victualling Crew,False,Belfast,,0.0,False
1308,"MCMURRAY, Mr William",male,44.0,True,1st Class Bedroom Steward,Victualling Crew,False,Belfast,,0.0,False
1309,"MCNAMEE, Mrs Eileen",female,19.0,True,,3rd Class Passenger,True,Southampton,[53],16.1,False
1310,"MCNAMEE, Mr Neal",male,27.0,True,Provision Manager,3rd Class Passenger,True,Southampton,,16.1,False
1311,"MCNEILL, Miss Bridget",female,32.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
1312,"MCQUILLAN, Mr William",male,26.0,True,Fireman,Engineering Crew,False,Belfast,[183],0.0,False
1313,"MCRAE, Mr William Alexander",male,32.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1314,"MCREYNOLDS, Mr William Thomas Carson",male,22.0,True,Junior 6th. Engineer,Engineering Crew,False,Belfast,,0.0,False
1315,"MEANWELL, Mrs Marian",female,62.0,True,Milliner,3rd Class Passenger,True,Southampton,,8.05,False
1316,"MEEHAN, Mr John",male,22.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1317,"MEEK, Mrs Annie Louisa",female,32.0,True,,3rd Class Passenger,True,Southampton,,8.05,False
1318,"MEISNERE, Mr Simon",male,34.0,True,Tailor,3rd Class Passenger,True,Southampton,,8.05,False
1319,"MELLINGER, Miss Violet Madeline",female,13.0,False,,2nd Class Passenger,True,Southampton,14,19.5,True
1320,"MELLINGER, Mrs Elizabeth Anne",female,42.0,True,Servant,2nd Class Passenger,True,Southampton,14,19.5,True
1321,"MELLOR, Mr Arthur",male,34.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
1322,"MELLORS, Mr William John",male,19.0,True,Salesman,2nd Class Passenger,True,Southampton,A,10.5,True
1323,"MEO (MARTINO), MrAlfonzo",male,48.0,True,Musician,3rd Class Passenger,True,Southampton,[201],8.05,False
1324,"MERNAGH, Mr Robert",male,28.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1325,"MEYER, Mrs Leila",female,25.0,True,,1st Class Passenger,True,Cherbourg,6,82.17083333333333,True
1326,"MEYER, Mr August",male,31.0,True,Baker,2nd Class Passenger,True,Southampton,,13.0,False
1327,"MEYER, Mr Edgar Joseph",male,28.0,True,Mechanical Engineer,1st Class Passenger,True,Cherbourg,,82.17083333333333,False
1328,"MIDDLETON, Mr Alfred Pirrie",male,27.0,True,Assistant Electrician,Engineering Crew,False,Belfast,,0.0,False
1329,"MIDDLETON, Mr Mark Victor",male,24.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1330,"MIDTSJØ, Mr Karl Albert",male,21.0,True,Farmer,3rd Class Passenger,True,Southampton,15,7.775,True
1331,"MIHOFF, Mr Stoytcho",male,28.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1332,"MILES, Mr Frank",male,23.0,True,Engineer,3rd Class Passenger,True,Southampton,,8.05,False
1333,"MILFORD, Mr George",male,28.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1334,"MILLAR, Mr Robert",male,26.0,True,Extra 5th Engineer,Engineering Crew,False,Belfast,,0.0,False
1335,"MILLAR, Mr Thomas",male,32.0,True,Deck Engineer,Engineering Crew,False,Belfast,,0.0,False
1336,"MILLET, Mr Francis Davis",male,65.0,True,Artist,1st Class Passenger,True,Cherbourg,[249],26.55,False
1337,"MILLING, Mr Jacob Christian",male,48.0,True,Machine Inspector,2nd Class Passenger,True,Southampton,[271],13.0,False
1338,"MILLS, Mr Christopher",male,51.0,True,Butcher,Victualling Crew,False,Southampton,C,0.0,True
1339,"MINAHAN, Dr William Edward",male,44.0,True,Merchant,1st Class Passenger,True,Queenstown,[230],90.0,False
1340,"MINAHAN, Miss Ida Daisy",female,33.0,True,,1st Class Passenger,True,Queenstown,14,90.0,True
1341,"MINAHAN, Mrs Lillian Mae",female,37.0,True,,1st Class Passenger,True,Queenstown,14,90.0,True
1342,"MINEFF, Mr Ivan",male,24.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1343,"MINKOFF, Mr Lazar",male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1344,"MINTRAM, Mr William",male,46.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1345,"MISH'ALĀNĪ, Mr Ibrāhīm Mansūr",male,53.0,True,Printer Steward,Victualling Crew,False,Belfast,,0.0,False
1346,"MITCHELL, Mr Henry Michael",male,71.0,True,Retired,2nd Class Passenger,True,Southampton,,10.5,False
1347,"MITCHELL, Mr Lorenzo Horace",male,19.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1348,"MITKOFF, Mr Mito",male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1349,"MOCK, Mr Philipp Edmund",male,30.0,True,,1st Class Passenger,True,Cherbourg,11,57.75,True
1350,"MOCKLER, Miss Ellen Mary",female,23.0,True,,3rd Class Passenger,True,Queenstown,16,7.879166666666666,True
1351,"MOEN, Mr Sigurd Hansen",male,27.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,[309],7.65,False
1352,"MOLSON, Mr Harry Markland",male,55.0,True,Businessman,1st Class Passenger,True,Southampton,,30.5,False
1353,"MONRÓS, Sr. Joan Javier",male,20.0,True,Assistant Waiter,Restaurant Staff,False,Southampton,[27],0.0,False
1354,"MONTEVERDI, Sig.Giovanni",male,23.0,True,Cook,Restaurant Staff,False,Southampton,,0.0,False
1355,"MONTVILA, Fr Juozas",male,27.0,True,Priest / Minister,2nd Class Passenger,True,Southampton,,13.0,False
1356,"MOODY, Mr James Paul",male,24.0,True,6th. Officer,Deck Crew,False,Belfast,,0.0,False
1357,"MOOR, Master Meier",male,7.0,False,,3rd Class Passenger,True,Southampton,14,12.475,True
1358,"MOOR, Mrs Beila",female,29.0,True,Tailor,3rd Class Passenger,True,Southampton,14,12.475,True
1359,"MOORE, Mr Alfred Ernest",male,38.0,True,"Saloon Steward, 2nd Class",Victualling Crew,False,Southampton,,0.0,False
1360,"MOORE, Mr Clarence",male,47.0,True,Businessman,1st Class Passenger,True,Southampton,,42.4,False
1361,"MOORE, Mr George Alfred",male,32.0,True,Able Seaman,Deck Crew,False,Southampton,3,0.0,True
1362,"MOORE, Mr John J.",male,29.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1363,"MOORE, Mr Leonard Charles",male,19.0,True,Bricklayer,3rd Class Passenger,True,Southampton,,8.05,False
1364,"MOORE, Mr Ralph",male,22.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1365,"MOORES, Mr Richard Henry",male,44.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1366,"MORAN, Miss Bridget",female,28.0,True,,3rd Class Passenger,True,Queenstown,15,24.15,True
1367,"MORAN, Mr Daniel J.",male,28.0,True,Police Officer,3rd Class Passenger,True,Queenstown,,24.15,False
1368,"MORAWECK, Dr Ernest",male,54.0,True,Doctor,2nd Class Passenger,True,Southampton,,14.0,False
1369,"MORGAN (BIRD), MrCharles Frederick",male,44.0,True,Storekeeper (1st Class),Victualling Crew,False,Southampton,,0.0,False
1370,"MORGAN, Mr Arthur Herbert",male,27.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1371,"MORGAN, Mr Thomas A.",male,26.0,True,Fireman,Engineering Crew,False,Southampton,[302],0.0,False
1372,"MORLEY, Mr Henry Samuel",male,38.0,True,Confectioner,2nd Class Passenger,True,Southampton,,26.0,False
1373,"MORLEY, Mr William",male,34.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,,8.05,False
1374,"MORRIS, Mr Frank Herbert",male,28.0,True,Bathroom Steward (1st Class),Victualling Crew,False,Belfast,14,0.0,True
1375,"MORRIS, Mr William Edward",male,23.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1376,"MORROW, Mr Thomas Rowan",male,31.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1377,"MOSS, Mr Albert Johan",male,29.0,True,Seaman,3rd Class Passenger,True,Southampton,,7.775,True
1378,"MOSS, Mr William",male,35.0,True,1st Class Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
1379,"MOUSSA, Mrs Mantoura Boulos",female,35.0,True,Housewife,3rd Class Passenger,True,Cherbourg,,7.229166666666667,True
1380,"MOUTAL, Mr Rahamin Haim",male,28.0,True,Traveller,3rd Class Passenger,True,Southampton,,8.05,False
1381,"MOYES, Mr William Young",male,24.0,True,Senior 6th. Engineer,Engineering Crew,False,Belfast,,0.0,False
1382,"MUBĀRIK, Master Halīm",male,4.0,False,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
1383,"MUBĀRIK, Master Jirjis",male,7.0,False,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
1384,"MUBĀRIK, Mrs Amīnah",female,25.0,True,,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
1385,"MUDD, Mr Thomas Cupper",male,16.0,False,,2nd Class Passenger,True,Southampton,,10.5,False
1386,"MULLIN, Miss Catherine",female,21.0,True,,3rd Class Passenger,True,Queenstown,16,7.733333333333333,True
1387,"MULLIN, Miss Mary",female,18.0,True,,3rd Class Passenger,True,Queenstown,,15.5,False
1388,"MULLIN, Mr Thomas",male,20.0,True,3rd Class Steward,Victualling Crew,False,Southampton,[323],0.0,False
1389,"MULVIHILL, Miss Bridget Elizabeth",female,25.0,True,,3rd Class Passenger,True,Queenstown,15,7.75,True
1390,"MURDLIN, Mr Joseph",male,22.0,True,Chemist,3rd Class Passenger,True,Southampton,,8.05,False
1391,"MURDOCH, Mr William McMaster",male,39.0,True,1st. Officer,Deck Crew,False,Belfast,,0.0,False
1392,"MURDOCK, Mr William John",male,37.0,True,Fireman,Engineering Crew,False,Belfast,,0.0,True
1393,"MURPHY, Miss Catherine",female,18.0,True,,3rd Class Passenger,True,Queenstown,16,15.5,True
1394,"MURPHY, Miss Margaret Jane",female,25.0,True,,3rd Class Passenger,True,Queenstown,16,15.5,True
1395,"MURPHY, Miss Nora",female,31.0,True,,3rd Class Passenger,True,Queenstown,16,15.5,True
1396,"MUSLAMĀNĪ, Mrs Fatīmah Muhammad",female,22.0,True,,3rd Class Passenger,True,Cherbourg,C,7.2250000000000005,True
1397,"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",male,18.0,True,Clerk,3rd Class Passenger,True,Southampton,,7.75,False
1398,"MYLES, Mr Thomas Francis",male,63.0,True,Gentleman,2nd Class Passenger,True,Queenstown,,9.6875,False
1399,"MÄENPÄÄ, Mr Matti Alexanteri",male,22.0,True,,3rd Class Passenger,True,Southampton,,7.125,False
1400,"MÄKINEN, Mr Kalle Edvard",male,29.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.925000000000001,False
1401,"MÜLLER, Mr Ludwig",male,37.0,True,Interpreter Steward (3rd Class),Victualling Crew,False,Southampton,,0.0,False
1402,"MĀMĀ, Mr Hannā Mikā'īl",male,20.0,True,,3rd Class Passenger,True,Cherbourg,15,7.229166666666667,True
1403,"NAIDENOFF, Mr Penko",male,22.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1404,"NAJĪB QIYĀMAH, Miss Adāl",female,15.0,False,,3rd Class Passenger,True,Cherbourg,C,7.2250000000000005,True
1405,"NAKHLI, Mr Toufik",male,17.0,False,,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1406,"NAKID, Miss Mariayam",female,1.0,False,,3rd Class Passenger,True,Cherbourg,,15.741666666666665,True
1407,"NAKID, Mrs Wadi'ah",female,19.0,True,,3rd Class Passenger,True,Cherbourg,,15.741666666666665,True
1408,"NAKID, Mr Sa'īd Antūn",male,20.0,True,,3rd Class Passenger,True,Cherbourg,,15.741666666666665,True
1409,"NANCARROW, Mr William Henry",male,36.0,True,Mason,3rd Class Passenger,True,Southampton,,8.05,False
1410,"NANKOFF, Mr Minko",male,32.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1411,"NANNINI, Sig. Francesco Luigi Arcangelo",male,42.0,True,Head Waiter (Restaurant),Restaurant Staff,False,Southampton,,0.0,False
1412,"NASR 'ALMĀ, Mr Mustafà",male,20.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1413,"NASR-RIZQ, Mr Su'ādah Ḥannā",male,20.0,True,,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
1414,"NATSCH, Mr Charles",male,36.0,True,,1st Class Passenger,True,Cherbourg,,29.7,False
1415,"NAUGHTON, MissHannah",female,21.0,True,Teacher,3rd Class Passenger,True,Queenstown,,7.75,False
1416,"NAVRATIL, Master Edmond Roger",male,2.0,False,,2nd Class Passenger,True,Southampton,,26.0,True
1417,"NAVRATIL, Master Michel Marcel",male,3.0,False,,2nd Class Passenger,True,Southampton,,26.0,True
1418,"NAVRATIL, Mr Michel",male,31.0,True,,2nd Class Passenger,True,Southampton,[15],26.0,False
1419,"NAṢR ALLĀH, Mrs Adāl",female,17.0,False,,2nd Class Passenger,True,Cherbourg,,30.070833333333333,True
1420,"NAṢR ALLĀH, Mrs Zād",female,45.0,True,,3rd Class Passenger,True,Cherbourg,C,7.2250000000000005,True
1421,"NAṢR ALLĀH, Mr Niqūlā Khalīl",male,29.0,True,,2nd Class Passenger,True,Cherbourg,[43],30.070833333333333,False
1422,"NEAL, Mr Bentley Harold",male,25.0,True,Baker,Victualling Crew,False,Southampton,13,0.0,True
1423,"NENKOV, Mr Hristo",male,22.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1424,"NESSON, Mr Israel",male,26.0,True,Electrician,2nd Class Passenger,True,Southampton,,13.0,False
1425,"NETTLETON, Mr George Walter",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1426,"NEWELL, Miss Madeleine",female,31.0,True,,1st Class Passenger,True,Cherbourg,6,113.275,True
